file,age,gender,race,service_test
45516,1,1,5,TRUE
32657,3,0,2,TRUE
85213,6,1,0,FALSE
68730,1,0,5,TRUE
41867,2,1,2,TRUE
57857,6,1,5,TRUE
86181,3,0,4,TRUE
58610,7,0,5,FALSE
16929,3,0,6,FALSE
54703,6,0,3,TRUE
73034,1,0,1,TRUE
61612,1,0,4,TRUE
3758,6,0,2,TRUE
12326,2,1,6,TRUE
55505,1,0,3,FALSE
84449,0,0,0,FALSE
3351,6,1,4,TRUE
55622,4,1,5,TRUE
44160,1,0,6,FALSE
67647,1,1,6,FALSE
75493,7,0,6,FALSE
47541,7,1,6,FALSE
25259,5,0,5,TRUE
54685,4,1,5,FALSE
86434,2,0,3,FALSE
47577,7,0,1,FALSE
78196,1,1,5,TRUE
67095,0,0,5,FALSE
77327,2,0,2,TRUE
65981,1,1,2,FALSE
55018,4,1,0,FALSE
62880,7,1,2,FALSE
40724,2,1,2,FALSE
67106,4,1,5,TRUE
4320,2,0,6,TRUE
86087,1,0,4,TRUE
46197,0,0,4,TRUE
24647,4,0,6,FALSE
71993,2,0,4,TRUE
72904,1,1,5,FALSE
20834,4,0,4,TRUE
21249,6,1,0,FALSE
7654,5,0,0,TRUE
45917,3,1,6,FALSE
21270,2,0,1,FALSE
42479,2,1,5,FALSE
27083,4,0,0,FALSE
18585,4,1,3,FALSE
22926,3,1,0,TRUE
23263,6,1,3,TRUE
25412,5,0,0,FALSE
56196,5,1,5,TRUE
66196,0,0,0,TRUE
23018,1,0,3,TRUE
3725,1,0,6,FALSE
81862,2,1,0,FALSE
5440,3,0,0,FALSE
69540,3,1,2,TRUE
2358,2,0,2,TRUE
23561,0,0,3,TRUE
78706,0,0,5,FALSE
23507,6,1,2,FALSE
5097,7,1,5,TRUE
73738,7,1,6,FALSE
1298,3,0,5,FALSE
73383,2,0,6,TRUE
5342,7,1,3,TRUE
70133,2,0,0,FALSE
81501,0,0,3,FALSE
51985,1,1,0,FALSE
21289,3,1,2,TRUE
57349,6,0,0,TRUE
65412,2,1,4,TRUE
17511,2,1,4,TRUE
41741,6,1,4,FALSE
37586,5,1,6,FALSE
50050,3,1,2,TRUE
20002,4,0,5,TRUE
2302,4,0,3,TRUE
84654,4,1,6,FALSE
84714,3,1,3,TRUE
7579,1,1,3,TRUE
12331,1,0,2,TRUE
51289,1,1,6,FALSE
63048,2,0,1,FALSE
70640,6,1,6,FALSE
392,2,1,0,TRUE
21224,1,0,3,FALSE
7961,0,0,5,TRUE
75237,2,0,0,TRUE
60062,6,1,1,TRUE
17441,4,1,4,FALSE
23241,6,0,2,TRUE
86094,0,1,3,TRUE
10853,6,1,3,TRUE
49166,5,1,6,FALSE
395,6,1,4,FALSE
5295,6,1,0,FALSE
63231,4,0,3,TRUE
58809,5,1,1,FALSE
29459,7,0,1,FALSE
18483,6,1,5,TRUE
71421,3,0,5,TRUE
27053,3,0,2,TRUE
37066,1,1,3,FALSE
26152,1,0,4,TRUE
10144,0,1,6,FALSE
11698,5,1,4,FALSE
7167,2,1,0,TRUE
45273,5,1,0,TRUE
60010,3,1,6,FALSE
30050,2,1,4,TRUE
34018,7,1,6,FALSE
25964,2,1,6,FALSE
53155,1,1,4,TRUE
31160,5,0,1,TRUE
37459,3,0,0,TRUE
68761,5,0,2,FALSE
33542,2,1,4,TRUE
2817,5,1,0,TRUE
67130,1,1,1,FALSE
13256,2,0,0,TRUE
23493,2,0,5,TRUE
35608,2,0,3,TRUE
56281,4,0,3,FALSE
20227,7,1,4,FALSE
44829,4,1,3,FALSE
11781,1,0,0,TRUE
61382,4,1,3,TRUE
18830,2,1,5,FALSE
17444,5,0,2,FALSE
85411,6,1,2,FALSE
31582,5,0,1,TRUE
72971,4,1,3,FALSE
45513,2,0,6,FALSE
74552,5,1,1,TRUE
21118,1,0,3,TRUE
39826,0,1,6,FALSE
38464,0,0,6,FALSE
32145,5,1,3,FALSE
39696,5,0,5,TRUE
59358,0,0,0,FALSE
35991,7,1,4,TRUE
53947,5,0,4,TRUE
56055,1,1,4,TRUE
78503,6,0,1,FALSE
10643,2,1,4,TRUE
4789,3,0,3,FALSE
78675,7,0,2,FALSE
69282,6,0,3,FALSE
83702,1,1,4,FALSE
17740,6,0,3,TRUE
14685,1,1,0,TRUE
40760,0,0,1,FALSE
59625,1,1,0,FALSE
31086,3,0,2,TRUE
4805,0,1,0,FALSE
48570,3,0,5,TRUE
3986,5,1,6,TRUE
57026,3,0,6,TRUE
58249,1,0,3,FALSE
50467,4,0,4,TRUE
62981,6,1,4,FALSE
6251,3,0,5,TRUE
62220,5,0,0,FALSE
40987,2,1,4,TRUE
44595,1,1,1,FALSE
76787,2,1,2,TRUE
34846,5,1,6,FALSE
70891,5,0,1,FALSE
21815,5,0,6,TRUE
3897,4,0,1,TRUE
7121,7,1,3,TRUE
12092,3,0,1,TRUE
24227,2,0,4,TRUE
71969,6,0,1,TRUE
18769,3,1,0,FALSE
55196,4,0,3,TRUE
43571,7,0,3,FALSE
7303,2,0,6,TRUE
27242,7,0,4,TRUE
34878,1,0,6,FALSE
29245,5,1,0,FALSE
73397,6,0,1,FALSE
55405,0,0,3,FALSE
19113,0,1,0,FALSE
8608,6,0,3,TRUE
31513,5,0,1,TRUE
1516,6,1,4,FALSE
63156,6,1,0,TRUE
64585,5,0,2,FALSE
53389,1,1,5,FALSE
69169,4,0,2,FALSE
8397,7,1,5,FALSE
70810,2,0,0,FALSE
22877,0,1,0,FALSE
41251,6,1,6,FALSE
18819,4,1,3,FALSE
65344,4,1,4,FALSE
59906,5,1,4,TRUE
72264,3,0,1,TRUE
13848,6,0,4,TRUE
85182,3,0,2,TRUE
17032,1,1,0,FALSE
32934,4,1,6,FALSE
11083,1,0,2,TRUE
16208,1,0,1,FALSE
51293,7,1,3,FALSE
58581,6,1,0,FALSE
60617,6,0,5,TRUE
86427,2,0,5,FALSE
74316,4,1,1,FALSE
45452,1,0,2,FALSE
34363,1,0,0,FALSE
46484,6,0,6,FALSE
27431,6,0,0,TRUE
49293,7,0,3,FALSE
30158,7,1,0,TRUE
81896,4,0,5,TRUE
79202,1,1,4,FALSE
10581,7,1,1,FALSE
27472,2,1,3,TRUE
38138,2,1,4,TRUE
75510,3,1,3,TRUE
4262,2,0,1,FALSE
32054,5,1,4,FALSE
51417,7,0,6,TRUE
50280,1,1,2,FALSE
72828,3,1,3,TRUE
68270,0,0,2,FALSE
62598,3,1,6,TRUE
60298,7,1,1,TRUE
61446,6,1,1,FALSE
40371,1,1,3,FALSE
44383,2,0,6,FALSE
56007,7,0,5,FALSE
37186,3,0,1,TRUE
12005,2,0,1,FALSE
28651,7,1,0,TRUE
84175,4,1,6,FALSE
61570,2,1,6,TRUE
45550,3,1,4,TRUE
50408,4,1,2,FALSE
75224,5,1,4,TRUE
51540,6,0,5,TRUE
84468,5,1,2,FALSE
68842,1,0,1,TRUE
57901,3,0,2,TRUE
19537,6,0,1,TRUE
85636,1,0,0,FALSE
59966,2,0,3,FALSE
14673,3,1,1,FALSE
7919,6,0,6,FALSE
71105,3,0,4,TRUE
41504,3,0,3,FALSE
72893,5,0,0,FALSE
22354,0,0,1,FALSE
44047,3,1,1,FALSE
11023,4,0,4,TRUE
43687,2,1,3,TRUE
55462,6,1,6,FALSE
65304,4,1,3,TRUE
10119,1,1,3,TRUE
51950,3,1,3,TRUE
36901,4,1,5,TRUE
49563,2,0,5,TRUE
51739,7,0,0,FALSE
4175,1,0,1,FALSE
14652,0,1,5,FALSE
84689,2,1,5,TRUE
54704,4,1,6,TRUE
59990,6,0,3,FALSE
77584,7,0,1,TRUE
81076,4,0,3,TRUE
28878,5,1,3,FALSE
68490,7,1,1,TRUE
7250,2,0,3,TRUE
36446,4,0,6,FALSE
19215,6,1,3,FALSE
655,2,1,2,FALSE
77776,3,1,6,TRUE
67360,3,0,6,FALSE
20629,7,1,1,TRUE
78241,2,1,3,FALSE
43858,3,0,1,FALSE
74145,2,1,1,TRUE
78558,3,1,0,TRUE
7690,2,0,1,TRUE
32755,7,1,3,FALSE
37260,1,0,3,FALSE
82063,1,0,3,TRUE
70032,4,0,3,FALSE
17224,4,1,2,TRUE
10331,4,0,6,FALSE
21925,5,0,2,FALSE
23029,4,1,0,FALSE
20235,0,1,1,FALSE
6414,1,1,5,TRUE
30555,0,0,3,FALSE
49391,7,1,2,FALSE
83773,7,1,3,FALSE
72356,3,1,5,FALSE
77642,3,0,4,TRUE
7203,3,0,4,TRUE
3120,4,0,2,TRUE
58366,5,0,3,FALSE
2244,3,1,2,FALSE
58352,2,0,3,TRUE
42899,3,0,6,FALSE
31955,1,0,6,TRUE
15210,2,1,4,FALSE
5493,7,0,2,FALSE
85053,5,0,4,TRUE
44923,6,0,0,FALSE
59096,1,0,6,FALSE
14188,4,0,0,FALSE
20448,2,0,6,FALSE
16158,1,0,5,TRUE
3974,1,1,6,TRUE
12384,3,1,6,FALSE
40512,7,1,6,FALSE
42065,6,1,0,TRUE
44716,6,0,3,FALSE
19362,6,1,0,TRUE
9604,2,0,6,TRUE
12838,2,1,1,FALSE
11145,5,1,3,FALSE
42661,0,0,5,FALSE
6055,3,0,2,TRUE
6903,0,0,0,FALSE
15808,6,0,6,FALSE
29694,7,0,0,FALSE
29565,4,1,2,FALSE
10057,5,0,2,FALSE
59058,4,0,2,FALSE
37647,1,0,3,TRUE
77484,0,1,4,TRUE
9601,6,1,4,FALSE
13868,5,0,1,TRUE
61679,0,1,4,FALSE
8039,0,0,3,FALSE
60448,5,0,1,TRUE
77881,2,1,2,TRUE
9907,6,0,0,FALSE
15078,5,0,1,TRUE
38121,2,1,3,FALSE
56865,7,1,3,FALSE
69025,2,1,2,TRUE
50339,1,0,0,TRUE
37813,0,1,0,FALSE
34116,6,0,5,TRUE
71765,1,1,3,TRUE
85508,4,1,6,FALSE
61779,1,1,6,FALSE
22239,5,1,3,FALSE
48863,1,1,3,TRUE
76335,4,1,1,FALSE
8330,2,1,5,TRUE
8731,5,1,5,FALSE
62807,1,0,4,TRUE
86331,0,1,2,TRUE
80108,4,1,6,FALSE
79766,6,1,3,FALSE
53410,3,1,2,TRUE
5676,0,1,4,TRUE
37052,1,0,4,TRUE
6214,6,1,3,FALSE
34687,1,1,5,FALSE
68397,7,0,1,TRUE
78722,1,1,1,TRUE
54996,4,0,1,TRUE
32690,0,0,5,FALSE
24997,6,0,0,TRUE
44643,4,1,0,TRUE
80919,2,1,5,FALSE
73171,0,1,6,FALSE
75833,5,1,3,FALSE
16080,2,0,4,TRUE
85348,3,0,5,TRUE
66863,0,0,4,TRUE
76683,4,1,5,TRUE
67873,1,0,2,TRUE
46973,2,0,6,TRUE
80043,2,0,5,TRUE
7025,2,1,2,TRUE
7505,4,0,3,TRUE
11871,6,0,2,FALSE
54009,2,1,3,FALSE
63427,2,0,3,FALSE
69715,2,0,4,TRUE
6739,5,0,0,TRUE
76672,7,0,3,FALSE
76424,3,1,4,TRUE
5503,2,1,1,FALSE
40066,5,0,1,TRUE
7107,0,0,6,TRUE
48601,2,0,0,FALSE
1483,2,0,4,TRUE
77226,1,1,4,FALSE
74298,0,0,2,TRUE
43684,4,0,2,FALSE
63103,5,0,6,FALSE
28271,0,0,6,FALSE
38414,5,0,1,TRUE
36579,5,0,0,TRUE
45625,5,1,1,TRUE
52744,6,0,0,FALSE
57258,2,1,1,TRUE
35063,1,1,0,FALSE
18259,6,0,5,FALSE
53658,0,0,1,FALSE
64358,1,0,0,FALSE
10090,0,1,0,FALSE
56107,0,0,3,FALSE
26956,6,1,0,TRUE
37472,7,1,6,FALSE
65391,1,1,1,FALSE
33992,7,0,6,FALSE
3393,4,0,2,FALSE
60634,6,1,5,FALSE
15594,0,1,1,FALSE
8537,5,0,6,TRUE
42743,4,1,0,TRUE
30467,6,1,1,FALSE
63651,5,1,0,TRUE
12567,3,1,0,TRUE
25990,2,1,0,FALSE
82078,4,1,2,FALSE
51561,3,0,3,FALSE
65220,7,1,5,FALSE
82230,4,1,1,TRUE
38389,1,1,1,FALSE
52492,4,1,5,FALSE
65287,6,0,1,FALSE
34263,6,0,0,FALSE
62355,7,1,1,FALSE
30264,4,0,1,TRUE
52887,4,0,6,FALSE
33629,1,1,6,FALSE
47753,5,1,2,FALSE
54422,7,0,3,TRUE
44204,7,0,3,FALSE
34384,6,0,3,FALSE
30438,2,1,6,TRUE
32898,7,0,4,TRUE
68297,1,0,4,TRUE
7548,2,0,0,TRUE
72717,2,0,4,TRUE
18092,6,0,4,TRUE
11288,4,0,2,TRUE
8387,2,1,2,TRUE
20234,6,0,3,FALSE
13365,2,1,1,TRUE
40789,0,0,6,FALSE
82545,0,1,0,FALSE
16925,1,0,1,TRUE
11337,0,1,0,FALSE
991,6,1,1,TRUE
5236,3,1,2,TRUE
63741,0,1,2,FALSE
35753,5,1,6,TRUE
6941,3,0,2,TRUE
24661,2,0,4,TRUE
34600,6,1,2,FALSE
63519,0,1,1,FALSE
6123,1,1,5,TRUE
53623,4,1,4,FALSE
77013,5,1,1,TRUE
6710,7,0,4,TRUE
84168,4,1,0,TRUE
52240,3,1,2,TRUE
25,3,0,6,FALSE
940,4,0,6,TRUE
79523,7,0,0,FALSE
7749,7,0,0,TRUE
39185,4,0,5,FALSE
13026,4,1,6,FALSE
39235,1,1,0,TRUE
68938,2,0,5,TRUE
45246,4,0,6,FALSE
54318,2,1,6,TRUE
39212,0,0,2,FALSE
61870,1,1,2,FALSE
4719,0,1,1,FALSE
29626,0,0,1,FALSE
25134,5,1,1,FALSE
7889,7,0,1,FALSE
35529,5,1,3,FALSE
38563,1,0,3,FALSE
43004,0,0,5,FALSE
46323,3,0,4,TRUE
49331,7,1,1,FALSE
74644,6,1,6,FALSE
63912,5,0,6,TRUE
46591,4,1,6,FALSE
57098,4,0,0,FALSE
83459,4,1,4,FALSE
1777,4,1,4,FALSE
16120,0,1,4,TRUE
5744,7,0,4,TRUE
17364,1,0,5,FALSE
16994,3,1,0,TRUE
57479,7,0,1,TRUE
52186,7,0,0,TRUE
79509,4,0,1,TRUE
11301,5,1,0,FALSE
22340,1,0,0,TRUE
42200,3,0,6,FALSE
42885,7,1,5,TRUE
76327,3,0,2,FALSE
30503,7,1,3,FALSE
42181,6,0,1,TRUE
37455,4,0,4,TRUE
39214,5,1,4,FALSE
81075,5,0,2,TRUE
37569,7,1,5,FALSE
82160,2,1,1,FALSE
38733,3,1,1,TRUE
38779,2,1,0,TRUE
54134,6,0,3,FALSE
37612,6,1,4,TRUE
56019,1,0,5,TRUE
30935,7,1,0,TRUE
42203,6,1,3,FALSE
42445,1,1,6,TRUE
61274,6,0,1,FALSE
16339,1,1,1,FALSE
61324,6,0,5,TRUE
27684,4,0,4,TRUE
86118,0,0,0,FALSE
65658,1,0,5,FALSE
25478,0,0,6,FALSE
15497,6,0,5,FALSE
70444,1,0,6,FALSE
2783,5,0,0,TRUE
81796,4,1,0,TRUE
76507,1,1,5,FALSE
15815,7,1,4,TRUE
9818,3,0,5,TRUE
24591,3,1,6,TRUE
30939,2,1,4,TRUE
6872,2,1,0,TRUE
59127,5,0,5,TRUE
19377,0,1,4,FALSE
24332,5,1,3,FALSE
35134,2,0,0,TRUE
5809,1,1,2,FALSE
4531,5,0,2,FALSE
9321,3,0,2,TRUE
82773,5,0,5,TRUE
77781,2,0,0,TRUE
65309,1,0,5,FALSE
83358,3,1,6,TRUE
83151,5,1,4,FALSE
51850,4,1,0,FALSE
10197,1,0,1,FALSE
14935,2,1,0,TRUE
82091,0,1,6,FALSE
59909,4,0,4,TRUE
54021,6,1,3,TRUE
61828,6,0,1,TRUE
13957,2,0,4,TRUE
84618,7,1,6,FALSE
35576,2,1,6,TRUE
10471,7,0,3,TRUE
69178,4,0,6,TRUE
35185,7,0,6,FALSE
48299,1,1,2,TRUE
78160,7,1,6,FALSE
54282,5,1,4,FALSE
52702,2,0,2,TRUE
77047,7,1,5,FALSE
16273,2,1,3,TRUE
62690,5,0,2,TRUE
47479,0,1,4,FALSE
56538,5,1,3,TRUE
19798,2,0,6,TRUE
19112,2,1,2,TRUE
47677,3,0,0,FALSE
17392,3,0,2,FALSE
76712,3,1,1,FALSE
45102,1,1,4,FALSE
28078,6,1,0,FALSE
30961,3,1,0,TRUE
16408,5,1,6,FALSE
21910,2,1,6,TRUE
10505,3,1,5,FALSE
19561,3,1,2,TRUE
22983,0,1,1,FALSE
81065,3,0,4,TRUE
57428,3,1,2,TRUE
22972,1,0,2,FALSE
57140,1,0,3,FALSE
14232,7,1,6,FALSE
82996,7,1,6,FALSE
20095,4,1,3,TRUE
60499,4,0,6,FALSE
59437,4,1,1,TRUE
5266,7,0,4,TRUE
70992,4,1,0,FALSE
85638,5,1,0,FALSE
36535,2,0,1,FALSE
20607,4,0,0,FALSE
84405,6,1,1,FALSE
41066,0,0,2,TRUE
80501,0,0,1,FALSE
78433,1,0,4,TRUE
10765,5,1,1,FALSE
54333,5,1,6,FALSE
65742,1,0,4,TRUE
75503,7,1,5,FALSE
79524,3,1,6,TRUE
25348,3,1,0,TRUE
35115,7,0,0,FALSE
77985,1,0,0,TRUE
29698,6,0,1,FALSE
50987,0,1,2,FALSE
